feature,importance_gain,lgbm_rank,mutual_info,mi_rank,target_corr,corr_rank,avg_rank
SP500_30d_return_latest,11201500.0,52,0.021987881120888453,371,0.2565994282441946,43,155.33333333333334
emp_sa_private_services_other_repair_nsa_mom,9300292.5,59,0.07607502521590259,147,0.12536452803344292,267,157.66666666666666
Credit_Spreads_acceleration_trend_12m,2099236.0,105,0.05887030106996738,170,0.14150372694625202,209,161.33333333333334
ADP_actual_latest,18627710.0,36,0.0598232669242984,167,0.12215249874199803,283,162.0
emp_sa_private_services_information_motion_picture_nsa_3m_chg,389559.30078125,201,0.08891928577101949,132,0.15516769359407975,159,164.0
emp_sa_private_services_professional_business_management_companies_nsa_3m_chg,112953.80078125,337,0.17990108514845105,84,0.20722349076649835,76,165.66666666666666
emp_sa_government_state_excluding_education_nsa_3m_chg,112329.900390625,338,0.10848640114096586,121,0.23723832266082862,48,169.0
CCSA_max_spike_yoy_change,476547.30078125,186,0.0463746512015093,197,0.17618918887221288,125,169.33333333333334
emp_sa_private_services_information_publishing_nsa_3m_chg,184128.0,276,0.07644116781643406,146,0.20191817185200756,87,169.66666666666666
Credit_Spreads_acceleration_rolling_mean_3,689993.7978515625,152,0.05375199643463713,184,0.14440423810451508,198,178.0
Weekly_Econ_Index_monthly_avg_mom_change,4896710.0,80,0.01591382854902834,445,0.49841242785432904,10,178.33333333333334
emp_sa_private_services_financial_finance_insurance_nsa_latest,61673.5,416,0.2142164468388521,70,0.22888748594713276,54,180.0
emp_sa_private_services_trade_transportation_utilities_utilities_nsa_3m_chg,69228.1015625,401,0.13579425578322724,101,0.26947187044457643,38,180.0
ISM_Manufacturing_Index_mom_change,674168.8974609375,158,0.028266854800850005,312,0.21298797542228887,70,180.0
CCSA_max_spike_18m_change,367848.3037109375,210,0.04823793395452114,195,0.15518399150283077,158,187.66666666666666
Yield_Curve_zscore_12m_max_mom_change,19211587.201171875,34,0.05908623925872902,169,0.10812492623378768,365,189.33333333333334
emp_sa_private_services_information_other_nsa_3m_chg,133129.103515625,309,0.06923077341666772,153,0.18191308856340138,116,192.66666666666666
SP500_30d_return_yoy_change,10140500.0,55,0.0246721905352163,346,0.15117038279334846,178,193.0
quarter_sin,43905971.0,9,0.31096142257879267,33,0.08214058465353286,546,196.0
nfp_sa_mom_lag2,528597.197265625,176,0.05415576171626002,182,0.13537993266719794,231,196.33333333333334
Credit_Spreads_vol_of_changes_rolling_mean_3,385409.0,206,0.03253159991449861,271,0.17878111094666868,120,199.0
Oil_worst_day_pct_6m_change,401003.0,199,0.020137343876320823,394,0.5087312042586826,9,200.66666666666666
Oil_Prices_volatility_latest,24771536.1015625,24,0.014296174075282053,479,0.18326317292835886,115,206.0
Empire_State_Mfg_2yr_change,156837.0,295,0.037394561252765524,241,0.18772269691312035,108,214.66666666666666
emp_sa_private_services_professional_business_professional_technical_nsa_volatility,6375312.6015625,77,0.129242330414312,108,0.0947008665240834,459,214.66666666666666
Credit_Spreads_vol_of_changes_mom_change,8394847.09765625,69,0.03018722230335591,289,0.12145476891211686,287,215.0
ISM_NonManufacturing_Index_2yr_change,665319.0,159,0.03003299275831184,292,0.14424965278804772,199,216.66666666666666
SP500_zscore_3m_mean_lag12,23312700.0,28,0.018585325539474784,412,0.14011394366181185,213,217.66666666666666
